0, 68.2493, 78.733
1, 68.2976, 78.7496
2, 68.3459, 78.7663
3, 68.3942, 78.783
4, 68.4422, 78.7996
5, 68.4899, 78.8163
6, 68.4899, 78.8163
7, 68.5374, 78.833
8, 68.5845, 78.8496
9, 68.6314, 78.8663
10, 68.6771, 78.883
11, 68.7203, 78.8996
12, 68.7606, 78.9163
13, 68.7977, 78.933
14, 68.7977, 78.933
15, 68.7692, 78.9496
16, 68.8955, 78.9663
17, 68.9437, 78.983
18, 68.9131, 78.9996
19, 68.986, 79.0163
20, 69.0578, 79.033
21, 69.066, 79.0496
22, 69.066, 79.0496
23, 69.1059, 79.0663
24, 69.171, 79.083
25, 69.2041, 79.0996
26, 69.2363, 79.1163
27, 69.2893, 79.133
28, 69.333, 79.1496
29, 69.3678, 79.1663
30, 69.3678, 79.1663
31, 69.4129, 79.183
32, 69.4586, 79.1996
33, 69.4974, 79.2163
34, 69.539, 79.233
35, 69.5836, 79.2496
36, 69.6249, 79.2663
37, 69.6249, 79.2663
38, 69.6659, 79.283
39, 69.7091, 79.2996
40, 69.7513, 79.3163
41, 69.7924, 79.333
42, 69.8344, 79.3496
43, 69.8766, 79.3663
44, 69.8766, 79.3663
45, 69.9184, 79.383
46, 69.9604, 79.3996
47, 70.0026, 79.4163
48, 70.0441, 79.433
49, 70.0855, 79.4496
50, 70.1269, 79.4663
51, 70.1269, 79.4663
52, 70.1682, 79.483
53, 70.2094, 79.4996
54, 70.2507, 79.5163
55, 70.2921, 79.533
56, 70.3334, 79.5496
57, 70.3747, 79.5663
58, 70.3747, 79.5663
59, 70.4159, 79.583
60, 70.457, 79.5996
61, 70.498, 79.6163
62, 70.539, 79.633
63, 70.5799, 79.6496
64, 70.6208, 79.6663
65, 70.6208, 79.6663
66, 70.6616, 79.683
67, 70.7022, 79.6996
68, 70.7429, 79.7163
69, 70.7835, 79.733
70, 70.822, 79.7496
71, 70.822, 79.7496
72, 70.8496, 79.7663
73, 70.8787, 79.783
74, 70.914, 79.7996
75, 70.9454, 79.8163
76, 70.9746, 79.833
77, 71.0074, 79.8496
78, 71.0074, 79.8496
79, 71.0397, 79.8663
80, 71.0699, 79.883
81, 71.1012, 79.8996
82, 71.1334, 79.9163
83, 71.1642, 79.933
84, 71.1642, 79.933
85, 71.1951, 79.9496
86, 71.2267, 79.9663
87, 71.2579, 79.983
88, 71.2887, 79.9996
89, 71.3199, 80.0163
90, 71.3199, 80.0163
91, 71.351, 80.033
92, 71.3818, 80.0496
93, 71.4114, 80.0663
94, 71.4408, 80.083
95, 71.4718, 80.0996
96, 71.5062, 80.1163
97, 71.5062, 80.1163
98, 71.5396, 80.133
99, 71.5668, 80.1496
100, 71.589, 80.1663
101, 71.6148, 80.183
102, 71.6493, 1.4858
103, 71.6493, 1.4858
104, 71.6869, 1.5025
105, 71.7193, 1.5192
106, 71.7479, 1.5358
107, 71.7772, 1.5525
108, 71.8061, 1.5692
109, 71.8061, 1.5692
110, 71.8334, 1.5858
111, 71.861, 1.6025
112, 71.8897, 1.6192
113, 71.9202, 1.6358
114, 71.9522, 1.6525
115, 71.9522, 1.6525
116, 71.9841, 1.6692
117, 72.0145, 1.6858
118, 72.0437, 1.7025
119, 72.0726, 1.7192
120, 72.1014, 1.7358
121, 72.1014, 1.7358
122, 72.1302, 1.7525
123, 72.1591, 1.7692
124, 72.1881, 1.7858
125, 72.2172, 1.8025
126, 72.2464, 1.8192
127, 72.2464, 1.8192
128, 72.2756, 1.8358
129, 72.3047, 1.8525
130, 72.3336, 1.8692
131, 72.3624, 1.8858
132, 72.3911, 1.9025
133, 72.3911, 1.9025
134, 72.4196, 1.9192
135, 72.4481, 1.9358
136, 72.4767, 1.9525
137, 72.5052, 1.9692
138, 72.5333, 1.9858
139, 72.5333, 1.9858
140, 72.5613, 2.0025
141, 72.5894, 2.0192
142, 72.6177, 2.0358
143, 72.6461, 2.0525
144, 72.6461, 2.0525
145, 72.6745, 2.0692
146, 72.7028, 2.0858
147, 72.7309, 2.1025
148, 72.7587, 2.1192
149, 72.7864, 2.1358
150, 72.7864, 2.1358
151, 72.8139, 2.1525
152, 72.8414, 2.1692
153, 72.8688, 2.1858
154, 72.8961, 2.2025
155, 72.9234, 2.2192
156, 72.9234, 2.2192
157, 72.9506, 2.2358
158, 72.9778, 2.2525
159, 73.0048, 2.2692
160, 73.0318, 2.2858
161, 73.0318, 2.2858
162, 73.0586, 2.3025
163, 73.0853, 2.3192
